id,title,genres,overview
49355,Goyokin,Drama Action Foreign,A guilt-haunted samurai warrior attempts to stop a massacre taking place.
8892,A Christmas Tale,Drama Comedy,"When their regal matriarch falls ill, the troubled Vuillard family come together for a hesitant Christmastime reunion. Among them is rebellious ne'er-do-well Henri and the uptight Elizabeth. Together under the same roof for the first time in many years, their intricate, long denied resentments and yearnings emerge again."
111759,Don Q Son of Zorro,Western Adventure Romance,"Returning to the legend that inspired his first swashbuckling adventure, Fairbanks appeared in DON Q, SON OF ZORRO. Don Cesar De Vega (Fairbanks) crosses swords with a vicious member of the Queen's Guard (Donald Crisp, who also directed), and steals the affection of a young heiress (Mary Astor). When the officer frames the young upstart for murder, Don Cesar fakes his own death and retreats to the crumbling ruins of the family castle he plots his vengeance."
8905,Three Monkeys,Drama Thriller,"A family battles against the odds to stay together when small lies grow into an extravagant cover-up. In order to avoid hardship and responsibilities that would otherwise be impossible to endure, the family chooses to ignore the truth, not to see, hear or talk about it. But does playing “Three Monkeys” invalidate the truth of its existence?"
3520,Casanova '70,Drama Comedy,"The amorous adventures of Andrea Rossi-Colombotti, an army officer who finds pleasure with beautiful women in life-threatening situations."
8841,The Class,Drama,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.
6972,Australia,Drama,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand."
32862,Revenge of the Zombies,Horror,"When Dr. Von Altermann's wife Lila dies mysteriously at his spooky mansion, her relations suspect murder. They little suspect he's turning her into a zombie, to join the army of living dead he hopes to devote to the Nazi cause. Lila, though dead, has developed a will of her own. Meanwhile, Lila's brother Scott and his friends are increasingly alarmed by the eerie events."
8966,Twilight,Adventure Fantasy Drama Romance,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan."
2574,The Lovers,Romance Drama,"A shallow, provincial wife finds her relationship with her preoccupied husband strained by romantic notions of love, leading her further towards Paris and the country wilderness."
1964,A Friend of Mine,Drama,"An introverted insurance executive at a car rental service is annoyed by his hyperactive, garrulous coworker, but the two end up becoming friends."
8881,Che: Part One,Drama History War,"The Argentine, begins as Che and a band of Cuban exiles (led by Fidel Castro) reach the Cuban shore from Mexico in 1956. Within two years, they mobilized popular support and an army and toppled the U.S.-friendly regime of dictator Fulgencio Batista."
8880,Che: Part Two,Drama History War,"After the Cuban Revolution, Che is at the height of his fame and power. Then he disappears, re-emerging incognito in Bolivia, where he organizes a small group of Cuban comrades and Bolivian recruits to start the great Latin American Revolution. Through this story, we come to understand how Che remains a symbol of idealism and heroism that lives in the hearts of people around the world."
25852,Nothing Like the Holidays,Comedy Drama Romance,It’s Christmastime and the far-flung members of the Rodriguez family are converging at their parents’ home in Chicago to celebrate the season and rejoice in their youngest brother’s safe return from combat overseas.
8055,The Reader,Drama Romance,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom."
3054,The Wrecking Crew,Action Comedy Thriller,"Count Contini masterminds the theft of $1 billion in U.S. gold being transported in Europe. This will cause gyrations in the world's financial markets, and Contini will profit from it. ICE chief MacDonald summons Matt Helm, ""busy"" photographing women models. MacDonald, in effect, makes Matt a Judas Goat, exposing his cover and encouraging Contini to make a move against Matt. The ICE agent will deal with Contini's former lover, current lover, a British woman agent, and Contini's lovely Asian operative before the final showdown with the Count."
5816,Waiter,Comedy,"Edgar works as a waiter in 'Het Westen', a restaurant. He is married and has a lover. His neighbors terrorize him with loud music and garbage. One day after he is mistreated by some customers he is sick of it all and goes to talk to his creator, the scenario writer."
2694,Tuya's Marriage,Drama Romance Foreign,"Set in Inner Mongolia, a physical setback causes a young woman to choose a suitor who can take care of her, as well as her disabled husband."
4922,The Curious Case of Benjamin Button,Fantasy Drama Thriller Mystery Romance,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences."
159849,Why We Fight: Divide and Conquer,Documentary,"The third film of Frank Capra's 'Why We Fight"" propaganda film series, dealing with the Nazi conquest of Western Europe in 1940."
2253,Valkyrie,Drama Thriller History War,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer."
51817,Zamfir's Zona,Drama,"Zona Zamfirova is set in the eastern Serbian city of Niš in the 19th century. The plot follows the story of Zona Zamfirova, a local rich man's daughter, and the vicissitudes of her affair with Mane, an ordinary goldsmith. As it was undesirable for the daughter of a rich man to marry a craftsman, the two are at first divided, with the possibility of Zona marrying Manulać, who came from a wealthy family. Everything is, however, changed as Mane organizes a successful conspiracy to keep Zona for himself."
6936,Ben X,Drama,"Harassed by bullies because of his mild autism, teen Ben (Greg Timmermans) finds refuge in an online computer game, which leads him to his virtual dream girl, Scarlite (Laura Verlinden). Together, the odd couple seeks revenge against Ben's tormentors. Director Nic Balthazar's beguiling mix of kitchen-sink drama and full-blown fantasy was Belgium's Oscar submission for Best Foreign Language Film."
4148,Revolutionary Road,Drama Romance,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.
31047,Jesse Stone: Night Passage,TV Movie Drama Thriller Crime,"In this prequel to 'Stone Cold,' Tom Selleck reprises his role as Jesse Stone, an L.A. cop who relocates to a small town only to find himself immersed in one mystery after the other."
8927,Involuntary,Comedy Drama,"It's almost summer in Sweden and minor indiscretions and misbehavior abound. Leffe likes to show off for his friends and play salacious pranks, especially when he's drinking. Meanwhile, a righteous grade-school teacher doesn't know where to draw the line: she insists her fellow educators need a bit of instruction. Then there are two young teenage girls who like to pose for sexy photos and to party, but one night in a park, one of them is found passed out drunk by a complete stranger."
53519,High and Dizzy,Comedy,"A tipsy doctor encounters his patient sleepwalking on a building ledge, high above the street."
87790,Brotherhood of Death,Action Drama,"A group of Black soldiers are home from the war and head to a small Southern town. The town is dominated by a group of Klansmen who keep the Black majority from voting or being treated like human beings. However, these newcomers convince the local population to register to vote so they can take back power and achieve justice. When hundreds show up to register, the Klan responds with violence. Eventually, though, the Black community has little choice other than fight back and the film ends with a small war between these combat vets and the Klan."
26758,Man with the Gun,Western,"A stranger comes to town looking for his estranged wife. He finds her running the local girls. He also finds a town and sheriff afraid of their own shadow, scared of a landowner they never see who rules through his rowdy sidekicks. The stranger is a town tamer by trade, and he accepts a $500 commission to sort things out."
8942,Wendy and Lucy,Drama,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet."
54406,The Young Visiters,Comedy Drama Family Romance,"The Young Visiters, written in twelve days by nine-year-old Daisy Ashford in 1890, is a surreal blend of naiveté, precocious perception and inadvertent social satire."
34696,Fuel,Drama,"Fuel is the story of a young man's struggle to save his girl from an abusive environment. Emilio discovers that he has the ability to run incredibly fast. With the hope of a scholarship, he sees an opportunity to be able to leave his hometown, along with all his troubles, and take Sandy with him. But a tragic flaw, a violent streak he possesses, induced by exposure to gasoline vapors, will all but destroy his best-laid plans. Emilio's hopes race through his heart, not like blood, but like fuel."
317,Grbavica: The Land of My Dreams,Drama History,A woman and her daughter struggle to make their way through the aftermath of the Balkan war.
2309,Inkheart,Adventure Family Fantasy,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative."
6733,Where Is Fred?,Comedy,"In order to catch a basketball from the favorite team of his girlfriend's spoiled son, Fred poses as a numb, wheelchair-bound fan. But when he catches the ball, he also catches the attention of young, attractive filmmaker Denise, who wants to feature an invalid fan in an image film for the team. Fred has to keep playing his role, while real invalid and really furious fan Ronny might call his bluff at any moment. Worse, still, love sets in..."
27447,Edge of Madness,Drama Mystery Thriller,"1851, Manitoba's Red River Valley. As winter sets in, a young woman on the edge of madness arrives exhausted at the fort, a wilderness station, claiming she murdered her husband. She's placed in a cell; for the next several months, she sews while the local prefect, Henry Mullen, investigates."
1977,The Grudge 3,Mystery Horror Thriller,"Jake, the sole survivor of The Grudge 2 massacre, is tortured by chilling visions of Kayako and Toshio that have led to his hospitalization. Jake's caretaker, Dr. Sullivan is determined to investigate his horrifying tales. She explores his Chicago home, finding another family on the brink of succumbing to the curse. It becomes clear that Jake's terrifying stories are true, and a mysterious Japanese woman may be the only hope of banishing the spirits forever...unless her plan destroys them all."
4959,The International,Drama Thriller Crime,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk."
85394,33 Scenes from Life,Drama,"The Polish artist Julia and her husband Piotr, a talented and successful composer, live in Kraków. When Julias's mother, Barbara falls ill with stomach cancer, the life of the family is falling apart. Julia accompanies her mother to death, but her husband Piotr is at rehearsals in Cologne and leaves her to cope with this difficult situation. Only her friend Adrian is at her side. Her father Jurek is also overwhelmed by the impending loss of his beloved wife. After the death of the mother her father takes comfort from alcohol. Shortly after the father dies. Julia found only in the arms of Adrian to rest, but this in turn destroyed her marriage to Piotr. After the loss of the parents and break up of the marriage she is now alone in the world with an uncertain future where Adrian is of little help"
4832,The 11th Hour,Documentary,"A look at the state of the global environment including visionary and practical solutions for restoring the planet's ecosystems. Featuring ongoing dialogues of experts from all over the world, including former Soviet Prime Minister Mikhail Gorbachev, renowned scientist Stephen Hawking, former head of the CIA R. James Woolse"
7353,Fireflies in the Garden,Drama,The semi-autobiographical story centers on the complexities of love and commitment in a family torn apart when faced by an unexpected tragedy.
98193,Death by Hanging,Comedy Crime Drama Foreign,"A Korean man is sentenced to death by hanging, but he survives the execution. For the following two hours, his executioners try to work out how to handle the situation in this black farce."
47980,Jesus Christ Superstar,Drama Music,"Tim Rice and Andrew Lloyd Webber's Jesus Christ Superstar first exploded onto the West End stage in 1971 and it was clear that the musical world would never be the same again. For the first time ever, Jesus Christ Superstar has been specially filmed for video. Shot at Pinewood Studios, this brand new filmed stage version starring Glenn Carter and Rik Mayall captures one of the best score Andrew Lloyd Webber has ever written and is packed with hit songs including, 'I Don't Know How To Love Him', 'Gethsemane' and 'Superstar'."
5677,Trancers,Horror Science Fiction Crime,"Angel City trooper Jack Deth is sent back in time from 2247 to 1985 L.A. to inhabit the body of his ancestor. Deth's assignment is to find his archenemy, Whistler, who turns people into zombies, before the fiend is able to kill all the ancestors of the future's governing council."
1961,My Name Is Bruce,Comedy Horror,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.
94405,The Far Horizons,Action History Western Romance,United States has just acquired Louisiana from France. An expedition led by Lewis and Clark is sent to survey the territory and go where no white man has gone before. Are they able to overcome the dangers with the help of Sacajawea?
434,Tough Enough,Drama Thriller,"From the youth directed novel of the same name by Greogor Tressnow comes a film by Detlev Buck that is a realistic portrait of life in the section of Berlin called Neukölln. It’s about power and weakness, delinquents and victims, and the difficulties a 15-year-old faces in a poor and criminal environment."
8832,Il Divo,Drama,"The narration spans the period since the seventh election of Andreotti as Prime Minister of Italy in 1992, until the trial in which he was accused of collusion with the Mafia."
7916,Far Cry,Action Science Fiction Thriller,"Jack Carver, a former member of the Special Forces takes the journalist Valerie Cardinal to an Island to visit her uncle Max who is working in a Military complex on the Island. As they arrive Valerie gets captured by the minions of Doctor Krüger. After the destruction of his boat Jack finds out about the true purpose of the Facilities on the Island, which is the creation of genetic soldiers."
8382,Today You Die,Action Adventure Thriller,A former thief who is trying to go straight seeks vengeance on those who framed him.
85330,Out At The Wedding,Romance,"After telling her fiancé, Dana, that her entire family is dead, Manhattanite Alex whisks off to her childhood home in South Carolina to serve as bridesmaid at her high-maintenance, estranged sister Jeannie's wedding. As she tries not to steal Jeannie's thunder by telling her family that a) she's engaged, and b) the man she's going to marry is a Jewish African American, things get a little mixed up."
53574,Born to the West,Romance Western,"Dare Rudd takes a shine to his cattleman cousin Tom's girlfriend who asks Tom to hire Dare to head the big cattle drive. Dare loses the money for the drive to cardsharps, but Tom wins it back, but Dare must save Tom's life."
26939,The Quick and the Dead,Action Drama Western,"In 1876 Wyoming, the gun is the only law. And for Duncan and Suzanna McKaskel (Tom Conti and Kate Capshaw), newly arrived settlers beset by outlaws, rugged frontiersman Con Vallian (Sam Elliot) is the only hope.From the book by famed Western author Louis L'Amor, the Quick and the Dead is a rousing adventure recalling all-time greats like Shane and Pale Rider. It shares tried-and-true ingredients of those sagebrush sagas: a tale of peacable folk driven to action under the guidance of a mysterious stranger, rich outdorr cinematography and a stellar cast led by the peerless Elliot."
26127,Joshua Tree,Action Thriller,"Wellman Santee (Dolph Lundgren) a former race car driver, whose livelihood is transporting exotic stolen super cars, is involved, with his partner Eddie, in shoot out, resulting in the deaths of his friend and a highway cop. Santee is framed for the cop's murder and jailed in a maximum security prison. A few months later, Santee breaks out after narrowly escaping an attempt on his life. He reaches a local diner where he steals a car, abducts the owner, Rita and flees, completely unaware that his hostage is a deputy sheriff. A massive manhunt ensues, spearheaded by Lt. Severance a tough, obessive cop. Santee leads the detective and his men on a dramatic high speed chase, from the desert wilderness to the streets of downtown Los Angeles. Santee's out to clear his name and when it comes to getting even, he's taking revenge into overdrive."
5334,Billy Budd,Drama Action,"Billy is an innocent, naive seaman in the British Navy in 1797. When the ship's sadistic master-at-arms is murdered, Billy is accused and tried."
26387,Night Has a Thousand Eyes,Drama Thriller,"When heiress Jean Courtland attempts suicide, her fiancée Elliott Carson probes her relationship to John Triton. In flashback, we see how stage mentalist Triton starts having terrifying flashes of true precognition. His partner, Whitney Courtland, uses Triton's talent to make money; but Triton's inability to prevent what he foresees, causes him to break up the act and become a hermit. Years later, Triton has new visions and desperately tries to prevent tragedies in the Courtland family. Can his warnings succeed against suspicion, unbelief, and inexorable fate?"
52528,Bloodbath at the House of Death,Comedy Horror,Six scientists arrive at the creepy Headstone Manor to investigate a strange phenomena which was the site of a mysterious massacre years earlier where 18 guests were killed in one night. It turns out that the house is the place of a satanic cult lead by a sinister monk who plans to kill the scientists who are inhabiting this house of Satan.
36392,Kogel-mogel,Comedy,"Following the emotions associated with entrance examinations to the faculty of pedagogy, Catherine Solska returns to his native village. And here she will surprise - the family without their knowledge to begin preparations for engagement with a rich neighbor Kolasa. Girl falls into despair, tries to oppose the decision of the parents, but is closed in his room. On visits to her fiance and flees out the window calling mail to the university. Receives misleading information and is convinced that was not accepted to college. Resigned returns home and agrees to the wedding. Meanwhile, on the eve of the wedding the postman brings the notice of acceptance to the university."
62437,Land of Silence and Darkness,Documentary Foreign,"Through examining Fini Straubinger, an old woman who has been deaf and blind since her teens, and her work on behalf of other deaf-blind people, this film shows how the deaf-blind struggle to understand and accept a world from which they are almost wholly isolated."
6968,The Baader Meinhof Complex,Action Crime Drama History Thriller,"Der Baader Meinhof Komplex depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on Die Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin."
43396,Union Station,Drama Thriller Crime,"Police catch a break when suspected kidnappers are spotted on a train heading towards Union Station. Police, train station security and a witness try to piece together the crime and get back the blind daughter of a rich business man."
8747,The Black Balloon,Drama,"Thomas is turning 16. His dad's in the army and they've just moved to a town in New South Wales; his mom is pregnant; his older brother, Charlie, who's autistic, has his own adolescent sexual issues. Thomas finds Charlie an embarrassment in public, so when Thomas is attracted to Jackie, a girl in his swim class, Charlie presents any number of obstacles when she drops by their house, when the three of them go for a walk, and during a family birthday dinner. Can Thomas find a way to enter the world of teen romance and still be his brother's keeper, or is Charlie's disability going to prove more than Thomas can handle?"
3632,Flash Gordon,Action Science Fiction,Three earthlings visit the planet Mongo to thwart the evil schemes of Emperor Ming the Merciless.
1940,Porgy and Bess,Music Drama Romance,"Set in the early 1900s in the fictional Catfish Row section of Charleston, South Carolina, which serves as home to a black fishing community, the story focuses on the titular characters, crippled beggar Porgy, who travels about in a goat-drawn cart, and the drug-addicted Bess, who lives with stevedore Crown, the local bully."
1387,Superstar: The Karen Carpenter Story,Drama Music,"The final 17 years of American singer and musician Karen Carpenter, performed almost entirely by modified Barbie dolls."
8902,Linha de Passe,Drama,"In the periphery of São Paulo, the pregnant single mother Cleuza works as maid in the apartment of a middle-class family. Each of her sons has a different unknown father: the oldest, Dênis, has a baby son that lives with his mother and he works as motorcycle courier."
27644,Ride Lonesome,Action Western,"A wanted murderer, Billy John, is captured by Ben Brigade, a bounty hunter, who intends to take him to Santa Cruz to be hanged. Brigade stops at a staging post, where he saves the manager's wife from an Indian attack, and enlists the help of two outlaws to continue his journey more safely."
8833,Double Trouble,Action Comedy,"Billionaire cousins Bastiano (Terence Hill) and Antonio (Bud Spencer) are two savvy businessmen, at least in one regard. They want to close a large deal, although they have to fear for their lives because of it since their competition won't even stop at murder. Therefore they have an agency find two look-alikes from the United States, stuntman Elliot Vance (Terence Hill) and the jazz saxophonist Greg Wonder (Bud Spencer). These accept the job offer, initially not knowing why they really have been hired. Nonetheless Elliot and Greg manage to fight their way through all kinds of situations without too much trouble. Additionally they quickly come to like the jet-set life. The resulting damage to their reputation provokes the Coimbras to return to Rio ahead of time. This puts them right into the sights of their enemies, alongside the cousins' look-alikes."
112582,Fraternity Demon,Comedy,Some college kids accidently unleash a sex demon and she ends up turning a frat party inside out.
49571,Intentions of Murder,Drama,"Sadako, cursed by generations before her and neglected by her common-law husband, falls prey to a brutal home intruder. But rather than become a victim, she forges a path to her own awakening."
2080,X-Men Origins: Wolverine,Adventure Action Thriller Science Fiction,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine."
6461,Cherry Blossoms,Drama Romance,"After finding out that her husband, Rudi, has a fatal illness, Trudi Angermeier arranges a trip to Berlin so they can see their children. Of course, the kids don't know the real reason they're visiting -- and the catch is, neither does Rudi..."
42738,Scorpio,Action Adventure Drama Thriller,"Cross is an old hand at the CIA, in charge of assassinating high-ranking foreign personalities who are an obstacle to the policies of the USA. He often teams up with Frenchman Jean Laurier, alias ""Scorpio"", a gifted free-lance operative. One day, the CIA orders Scorpio to eliminate Cross -- and leaves him no choice but to obey. Scorpio is cold-blooded and very systematic; however, as a veteran agent, Cross knows many tricks. He can also rely upon a network of unusual personal contacts, some dating back to the troubled years preceding WWII. A lethal game of hide-and-seek is programmed, but what are the true motives of every single player?"
42943,The Devil Is a Woman,Comedy Drama Romance,"In the carnival in Spain in the beginning of the Twentieth Century, the exiled republican Antonio Galvan comes from Paris masquerade to enjoy the party and visit his friend Capt. Don Pasqual 'Pasqualito' Costelar. However, he flirts with the mysterious Concha Perez and they schedule to meet each other later. When Antonio meets Pasqualito, his old friend discloses his frustrated relationship with the promiscuous Concha and her greedy mother and how his life was ruined by his obsession for the beautiful demimondaine. Pasqualito makes Antonio promise that he would not see Concha. However, when Antonio meets Concha, she seduces him and the long friendship between Antonio and Pasqualito is disrupted"
534,Terminator Salvation,Action Science Fiction Thriller,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe."
2049,How to Cook Your Life,Documentary Foreign,A Zen priest in San Francisco and cookbook author use Zen Buddhism and cooking to relate to everyday life.
101362,A Cure for Love,Comedy Adventure Crime,"An architect Joanna tells her friend Halina on the telephone about her love troubles and suddenly hears a nice man's voice: ""The best cure for love is an other love."" Then she becomes a forgers dispatcher mistaken for Honorata by telephone and decides to work out a forgers secret and the secret of her new love Andrzej."
86764,Suzanne's Career,Romance,"In the second of Rohmer's moral tales, he examines the relationship between two friends and a girl who at first appears easily exploited. It is a complex tale of feelings and misconceptions, acted out within the head of the main character, as part of Rohmer's attempt to more easily simulate the mindscape quality of literature within a film."
4934,Firecreek,Western,"A peace-loving, part-time sheriff in the small town of Firecreek must take a stand when a gang of vicious outlaws takes over his town."
81512,Many Rivers to Cross,Action Comedy Western,"Packaged and sold as an outdoor actioner, Many Rivers to Cross is as much a comedy as anything else. Robert Taylor stars as 18th century trapper Bushrod Gentry, who is himself entrapped into marriage by the spunky Mary Stuart Cherne (Eleanor Parker). Escaping his marital responsibilities (which were impressed upon him on threat of death), Gentry heads into the North Country, with Mary in hot pursuit. Hero and heroine spend the rest of the picture taking turns rescuing each other from hostile Indians. Some of the humor is predicated upon the wholesale slaughter of the ""redskins"", and as such is a bit hard to take when seen today. Supporting Taylor and Parker are Victor McLaglen as the heroine's burly father, and TV-stars-to be James Arness (Gunsmoke) and Russell Johnson and Alan Hale Jr. (Gilligan's Island)."
27134,Boy Eats Girl,Fantasy Comedy Horror,"A boy declares his love for his girlfriend, only to die the same night. He is brought back to life by his mother as a flesh-craving zombie, who sires more teen undead while trying to control his, er, appetite for his beloved."
761,The Wing or the Thigh,Comedy,"Charles Duchemin, a well-known gourmet and publisher of a famous restaurant guide, is waging a war against fast food entrepreneur Tri- catel to save the French art of cooking. After having agreed to appear on a talk show to show his skills in naming food and wine by taste, he is confronted with two disasters: his son wants to become a clown rather than a restaurant tester and he, the famous Charles Duchemin, has lost his taste!"
70806,Blind Husbands,Romance Drama,An Austrian military officer and roue' attempts to seduce the wife of a surgeon. The two men confront each other in a test of abilities that ends surprisingly.
34482,The Clique,Comedy Drama Family,A young girl tries to fit in with a clique of popular middle school girls after moving into the guest house of one of their homes.
8883,Flame & Citron,Crime Drama History War,"During Nazi occupation, red-headed Bent Faurschou-Hviid (""Flame"") and Jørgen Haagen Schmith (""Citron""), assassins in the Danish resistance, take orders from Winther, who's in direct contact with Allied leaders. One shoots, the other drives. Until 1944, they kill only Danes; then Winther gives orders to kill Germans. When a target tells Bent that Winther's using them to settle private scores, doubt sets in, complicated by Bent's relationship with the mysterious Kitty Selmer, who may be a double agent. Also, someone in their circle is a traitor. Can Bent and Jørgen kill an über-target, evade capture, and survive the war? And is this heroism, naiveté, or mere hatred?"
8933,O'Horten,Drama Comedy,"Odd Horton is dependable and contained: he's a train driver retiring after 40 years of service, living a simple life. His idea of adventure is to fly from one city in Norway to another. Starting on the night of his retirement dinner, Odd has a series of dislocating experiences: a boy insists that Odd sit by his bedside while he falls asleep; misadventure causes Odd to miss his last run; he witnesses an arrest; he assists an old man and makes a friend; he takes a trip with a blindfolded driver; he adopts a dog; he takes stock late one night at the roundhouse; he revisits his mother's disappointment in him. How should he live the rest of his life?"
8269,Promise Me This,Romance Drama Comedy,"Promise Me This is a film written and directed by the award-winning Serbian filmmaker Emir Kusturica. An old man named Živojin Marković, living in a remote village prays for his grandson Tsane to go to the city, sell his cow and bring back a wife. In the city he is supposed to meet up with his grandfather's stepbrother, but this man is dead. Instead, he meets this man's two grandsons, two good-natured brothers who are nevertheless small-time criminals and experts in demolition. Tsane soon clicks with these men, and also falls in love with a schoolgirl (Jasna), who he wants to marry as part of his testament with his grandfather. He gets involved in this girl's family affairs, rescuing both her and her mother from prostitution and gangsters headed by a man called Bajo, and the new group of people return to the small village in time to celebrate Živojin's wedding to his neighbor, despite the gangsters' best efforts to stop the celebration, which results in a double wedding ."
133,Primary,Documentary,Primary is a documentary film about the primary elections between John F. Kennedy and Hubert Humphrey in 1960. Primary is the first documentary to use light equipment in order to follow their subjects in a more intimate filmmaking style. This unconventional way of filming created a new look for documentary films where the camera’s lens was right in the middle of what ever drama was occuring.
4498,The Executioner,Comedy Drama,"An undertaker gets married to an old executioner's daughter and, although he doesn't like it, must continue the profession of his father-in-law after his retirement."
170477,Anna Lucasta,Drama,"Anna Lucasta is a 1959 film directed by Arnold Laven. Based on the 1944 play by Philip Yordan, this drama follows the trials and tribulations of Anna Lucasta (Eartha Kitt), a young black woman who turns to prostitution after her father kicks her out of the house."
4250,Pornorama,Comedy,A free-wheeling chronicle of the Munich sex film industry in the 1970s.
8373,Transformers: Revenge of the Fallen,Science Fiction Action Adventure,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."
8939,Tulpan,Drama Comedy Romance,"Asa, a young and cheerful dreamer, returns from his Russian naval service to his sister’s nomadic family on the desolate Hunger Steppe of central Asia, so that he can begin his own life as a shepherd. But before he can tend a flock of his own, Asa must first win the hand of the only eligible girl for miles, his mysterious neighbor - Tulpan."
53906,Jet Pilot,Action Drama,"John Wayne stars as U.S. Air Force aviator Jim Shannon, who's tasked with escorting a Soviet pilot (Janet Leigh) claiming -- at the height of the Cold War -- that she wants to defect. After falling in love with and wedding the fetching flyer, Shannon learns from his superiors that she's a spy on a mission to extract military secrets. To save his new wife from prison and deportation, Shannon devises a risky plan in this 1957 drama."
4990,Hustle,Action Comedy Crime Drama Mystery Thriller,"Phil Gaines is a bitter, cynical cop who investigates the case of a dead stripper/porno actress found on the beach. Gaines is experiencing a troubled relationship with a hooker, and things don't get any better when the dead girl's father launches his own investigation."
33321,The Dirt Bike Kid,Comedy Drama Family Fantasy,"When his mother sends Jack off with money to buy groceries, he comes home with a magic supercharged dirt bike instead. His mother is furious, but when Jack uses the magic bike to save the local hot dog stand from the clutches of corrupt big business, he becomes the town hero. Written by Concorde - New Horizons (with permission)."
42659,Blonde Crazy,Comedy Crime Drama,Adventures of a cocky con man and his glamorous accomplice.
4931,Madigan,Crime Drama Thriller,"Policemen Bonaro and Madigan lose their guns to fugitive Barney Benesch. As compensation, the two NYC detectives are given a weekend to bring Benesch to justice. While Bonaro and Madigan follow up on various leads, Police Commissioner Russell goes about his duties, including attending functions, meeting with aggrieved relatives, and counseling the spouses of fallen officers."
8884,Franklyn,Drama Fantasy Science Fiction,"Set between the parallel worlds of contemporary London and the futuristic faith dominated metropolis of Meanwhile City, Franklyn weaves a tale of four souls, whose lives are intertwined by fate, romance and tragedy. As these worlds collide, a single bullet determines the destiny of these four characters."
767,Harry Potter and the Half-Blood Prince,Adventure Fantasy Family,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past."
3478,Ludwig,Drama History,"A history of Ludwig, king of Bavaria, from his crowning in 1864 until his death in 1886."
8937,Tokyo Sonata,Drama,"This Cannes festival winner chronicles the implosion of an ordinary Japanese family in contemporary Tokyo. The father Ryuhei Sasaki is devoted to his work. His wife, Megumi, left on her own to manage the house, struggles to retain a bond with her son Takashi in college, and the younger Kenji, a sensitive boy in elementary school. Though seemingly normal, the schisms begin to tear the family apart."
4983,"Run, Simon, Run",Action Crime Thriller,A Papago Indian returns to his reservation after a prison term and searches for his brother's killer.
49691,Mortal Transfer,Comedy Thriller Crime Foreign,"Michel, a psycho-analyst, falls asleep while listening to his patient Olga, a kleptomaniac and a sexual pervert, tell him how she likes her husband beating her. When he wakes up, he finds Olga having been choked to death. He now has to deal with a body, with Olga's rich husband who thinks she stole money from him, and with all his patients' insanity that haunts him."
